"При повороте направо Вы должны уступить дорогу:<br><img src=""https://s.drom.ru/i24231/pdd/tickets/2016/1551665010.jpg""><br><ol><li>Только велосипедисту</li><li>Только пешеходам</li><li>Пешеходам и велосипедисту</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Пешеходам и велосипедисту</b><hr>
<b>Правильный ответ: 3</b>
<br/>
            При повороте направо или налево водитель обязан уступить дорогу пешеходам, переходящим проезжую часть дороги, на которую он поворачивает, и велосипедистам, независимо от того, регулируемый или нерегулируемый это перекресток.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_13_1/#p13_1"" target=""_blank"">13.1</a> ПДД)        "
"Вы намерены повернуть налево. Кому Вы должны уступить дорогу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885600.jpg""><br><ol><li>Только пешеходам</li><li>Только автобусу</li><li>Автобусу и пешеходам</li></ol>"	"<b>Правильный ответ: 3. Автобусу и пешеходам</b><hr>
<b>Правильный ответ: 3</b>
<br/>
            Перекрёсток регулируемый. Знаки приоритета «не работают». При повороте налево Вы уступаете автобусу, движущемуся прямо со встречного направления, и пешеходам, переходящим проезжую часть дороги, на которую Вы поворачиваете. 
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_1/#p13_1"" target=""_blank"">13.1</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_4/#p13_4"" target=""_blank"">13.4</a> ПДД).        "
"При движении прямо Вы:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885583.jpg""><br><ol><li>Должны остановиться перед стоп-линией</li><li>Можете продолжить движение через перекресток без остановки</li><li>Должны уступить дорогу транспортным средствам, движущимся с других направлений</li></ol>"	"<b>Правильный ответ: 2. Можете продолжить движение через перекресток без остановки</b><hr>
<b>Правильный ответ: 2</b>
<br/>
            Перекрёсток регулируемый. В этом случае знаки приоритета, а в их число входит и знак <a href=""https://www.drom.ru/pdd/pdd/sign_2_5/"" target=""_blank"">2.5</a> «Движение без остановки запрещено», согласно принципу приоритетности регулирования дорожного движения, «не работают», т.е. ими мы не руководствуемся. Горит зелёный сигнал светофора. Продолжаете движение через перекрёсток без остановки.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_6_15/#p6_15"" target=""_blank"">6.15</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a> ПДД)        "
"Вы намерены проехать перекресток в прямом направлении. Ваши действия?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885566.jpg""><br><ol><li>Проедете перекресток первым</li><li>Уступите дорогу только встречному автомобилю</li><li>Уступите дорогу только автомобилю с включенными проблесковым маячком и специальным звуковым сигналом</li><li>Уступите дорогу обоим транспортным средствам</li></ol>"	"<b>Правильный ответ: 3. Уступите дорогу только автомобилю с включенными проблесковым маячком и специальным звуковым сигналом</b><hr>
<b>Правильный ответ: 3</b>
<br/>
            Перекресток регулируемый. Первым проедет «оперативник» со специальными сигналами, который может отступать от требований сигналов светофора. Другие водители должны обеспечить ему беспрепятственный проезд перекрёстка. Водитель грузовика обязан уступить Вам, т.е. транспортному средству, движущемуся прямо со встречного направления. 
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_3_1/#p3_1"" target=""_blank"">3.1</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_3_2/#p3_2"" target=""_blank"">3.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_4/#p13_4"" target=""_blank"">13.4</a> ПДД)        "
"Как Вам следует поступить при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885514.jpg""><br><ol><li>Проехать перекресток первым</li><li>Выехать на перекресток и остановиться, чтобы уступить дорогу встречному автомобилю</li><li>Остановиться перед перекрестком и после проезда легкового автомобиля повернуть налево</li></ol>"	"<b>Правильный ответ: 2. Выехать на перекресток и остановиться, чтобы уступить дорогу встречному автомобилю</b><hr>
<b>Правильный ответ: 2</b>
<br/>
            Остановка не далее стоп-линии обязательна при запрещающем сигнале светофора. Вам же горит «зелёный». Без остановки выезжаете на перекрёсток и перед поворотом налево останавливаетесь, чтобы уступить дорогу легковому автомобилю, движущемуся прямо со встречного направления.
(«Горизонтальная разметка», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_13/#p6_13"" target=""_blank"">6.13</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_4/#p13_4"" target=""_blank"">13.4</a> ПДД)        "
"Кто из водителей, выполняющих поворот, нарушит Правила?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885497.jpg""><br><ol><li>Оба</li><li>Только водитель маломестного автобуса</li><li>Только водитель мотоцикла</li><li>Никто не нарушит</li></ol>"	"<b>Правильный ответ: 1. Оба</b><hr>
<b>Правильный ответ: 1</b>
<br/>
            Знак <a href=""https://www.drom.ru/pdd/pdd/sign_4_1_1/"" target=""_blank"">4.1.1</a> «Движение прямо» в данном случае установлен непосредственно перед пересечением проезжих частей, т.е. перед перекрестком. Можно продолжать движение только прямо. В данной ситуации нарушают Правила оба водителя. 
(«Дорожные знаки»)        "
"Разрешено ли Вам выехать на перекресток, за которым образовался затор:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885482.jpg""><br><ol><li>Разрешено</li><li>Разрешено, если Вы намерены выполнить поворот</li><li>Запрещено</li></ol>"	"<b>Правильный ответ: 2. Разрешено, если Вы намерены выполнить поворот</b><hr>
<b>Правильный ответ: 2</b>
<br/>
            Перекрёсток регулируемый. Вам «зелёный свет», но впереди «пробка». если Вы выедете на перекрёсток для движения в прямом направлении, то при смене сигналов будете оказывать помехи движению, особенно в поперечном направлении. Поэтому на перекрёсток Вы можете выехать только для поворота направо или налево.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_2/#p13_2"" target=""_blank"">13.2</a> ПДД).
(14.12.18 обновлен вариант ответа (правильный). Теперь нельзя выезжать на перекресток с затором, если вы собираетесь сделать разворот)        "
"В данной ситуации Вы не обязаны уступать дорогу трамваю при движении:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885415.jpg""><br><ol><li>Прямо или направо</li><li>Только прямо</li><li>Только направо</li></ol>"	"<b>Правильный ответ: 1. Прямо или направо</b><hr>
<b>Правильный ответ: 1</b>
<br/>
            Перекресток регулируемый. Светофор с одноцветной сигнализацией, предназначенный для маршрутных ТС, разрешает движение прямо. Трамвай, поворачивающий направо, дожидается смены сигнала. Зеленый сигнал светофора разрешает Вам движение - проезжайте перекресток прямо первым.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_6_8/#p6_8"" target=""_blank"">6.8</a> ПДД)        "
"При включении зеленого сигнала светофора Вы должны уступить дорогу:<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885398.jpg""><br><ol><li>Только грузовому автомобилю, завершающему разворот на перекрестке</li><li>Только легковому автомобилю</li><li>Обоим автомобилям</li></ol>"	"<b>Правильный ответ: 3. Обоим автомобилям</b><hr>
<b>Правильный ответ: 3</b>
<br/>
            Правила предусматривают такую ситуацию. При включении разрешающего сигнала светофора водитель обязан уступить дорогу транспортным средствам, завершающим движение через перекрёсток.
У Вас именно такая ситуация - уступаете дорогу всем автомобилям, находящимся в границах перекрестка, в данном случае - обоим автомобилям.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_13_8/#p13_8"" target=""_blank"">13.8</a> ПДД)        "
"В каком случае Вы обязаны пропустить трамвай?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885382.jpg""><br><ol><li>При повороте налево, перестроившись на трамвайные пути попутного направления</li><li>При движении прямо</li><li>В обоих перечисленных случаях</li></ol>"	"<b>Правильный ответ: 3. В обоих перечисленных случаях</b><hr>
<b>Правильный ответ: 3</b>
<br/>
            Перекресток регулируется светофором, траектории движения трамвая и ваша пересекаются. Находясь в равнозначных условиях трамвай имеет преимущество перед безрельсовыми ТС.
Вы уступаете дорогу в обоих перечисленных случаях.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_6_2/#p6_2"" target=""_blank"">6.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_6/#p13_6"" target=""_blank"">13.6</a> ПДД)        "
"Вы намерены проехать перекресток в прямом направлении. Кому Вы должны уступить дорогу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885365.jpg""><br><ol><li>Трамваю и автомобилю</li><li>Только трамваю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 2. Только трамваю</b><hr>
<b>Правильный ответ: 2</b>
<br/>
            Перекрёсток регулируемый. Трамвай в равнозначных условиях имеет преимущество перед безрельсовыми транспортными средствами. Проезжает первым. Легковой автомобиль при повороте налево обязан уступить дорогу транспортным средствам, движущимся со встречного направления прямо и направо. Вы уступаете дорогу только трамваю.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_4/#p13_4"" target=""_blank"">13.4</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_6/#p13_6"" target=""_blank"">13.6</a> ПДД)        "
"Обязаны ли Вы уступить дорогу автобусу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885348.jpg""><br><ol><li>Обязаны</li><li>Не обязаны</li></ol>"	"<b>Правильный ответ: 1. Обязаны</b><hr>
<b>Правильный ответ: 1</b>
<br/>
            «Правило правой руки» универсально. Оно не работает в двух случаях - один из случаев, когда ТС движется под дополнительную секцию, включенную одновременно с основным желтым или красным сигналом. В данной ситуации Вы обязаны уступить дорогу всем ТС, движущимся с других направлений. Вы обязаны уступить дорогу автобусу.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_13_5/#p13_5"" target=""_blank"">13.5</a> ПДД)        "
