"Кому Вы обязаны уступить дорогу при повороте налево?<br><img src=""https://s.drom.ru/i24231/pdd/tickets/2016/1551665095.jpg""><br><ol><li>Только автобусу</li><li>Только легковому автомобилю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Никому</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество, а водители между собой руководствуются «правилом правой руки». Никому не уступая, первым проезжаете Вы, вторым автобус, легковой автомобиль последним, так как он находится на второстепенной дороге.
(«Дорожные знаки», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"Обязан ли водитель мотоцикла уступить Вам дорогу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885597.jpg""><br><ol><li>Обязан</li><li>Не обязан</li></ol>"	"<b>Правильный ответ: 1. Обязан</b><hr>Мотоциклист выезжает на дорогу, обозначенную знаком <a href=""https://www.drom.ru/pdd/pdd/sign_5_1/"" target=""_blank"">5.1</a> «Автомагистраль», которая является главной дорогой по отношению к примыкающей. На перекрёстке неравнозначных дорог преимущество имеют транспортные средства, движущиеся по главной дороге. Мотоциклист обязан уступить Вам дорогу.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_1_2/#p1_2"" target=""_blank"">1.2</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a> ПДД)."
"Кому Вы обязаны уступить дорогу при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885580.jpg""><br><ol><li>Трамваям А и Б</li><li>Трамваю А и легковому автомобилю</li><li>Только трамваю А</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Только трамваю А</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество; между собой безрельсовые транспортные средства руководствуются «правилом правой руки», уступая трамваю, имеющему преимущество в равнозначных условиях. Трамвай «А» проезжает первым, Вы после него. Легковой автомобиль и трамвай «Б» одновременно, так как их траектории не пересекаются.
(«Дорожные знаки», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"Как Вам следует поступить при выполнении разворота?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885564.jpg""><br><ol><li>Проехать перекресток первым</li><li>Уступить дорогу только легковому автомобилю</li><li>Уступить дорогу обоим транспортным средствам</li></ol>"	"<b>Правильный ответ: 2. Уступить дорогу только легковому автомобилю</b><hr>Перекрёсток неравнозначный. Транспортные средства, находящиеся на главной дороге, имеют преимущество. При повороте налево, развороте Вы уступаете транспортным средствам, движущимся прямо со встречного направления. В данной ситуации уступаете дорогу только легковому автомобилю. 
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_12/#p13_12"" target=""_blank"">13.12</a> ПДД)"
"Как Вам следует поступить при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885547.jpg""><br><ol><li>Проехать перекресток первым</li><li>Уступить дорогу только грузовому автомобилю с включенным проблесковым маячком</li><li>Уступить дорогу обоим транспортным средствам</li></ol>"	"<b>Правильный ответ: 1. Проехать перекресток первым</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Проблесковый маячок жёлтого цвета на грузовике преимущество не предоставляет. Преимущество имеют транспортные средства, находящиеся на главной дороге. Вы проезжаете первым, после Вас проезжают автомобили, находящиеся на второстепенной дороге, которые между собой руководствуются «правилом правой руки». Легковой автомобиль проедет вторым, грузовик - последним.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_3_4/#p3_4"" target=""_blank"">3.4</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"В каком случае Вы должны будете уступить дорогу автомобилю ДПС?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885529.jpg""><br><ol><li>Если на автомобиле ДПС будут включены проблесковые маячки синего цвета</li><li>Если на автомобиле ДПС одновременно будут включены проблесковые маячки синего цвета и специальный звуковой сигнал</li><li>В любом</li></ol>"	"<b>Правильный ответ: 2. Если на автомобиле ДПС одновременно будут включены проблесковые маячки синего цвета и специальный звуковой сигнал</b><hr>В данном случае Вы должны уступить дорогу «оперативнику», если на данном автомобиле одновременно будут включены проблесковые маячки синего цвета и специальный звуковой сигнал.
(Пункт <a href=""https://www.drom.ru/pdd/pdd/punkt_3_2/#p3_2"" target=""_blank"">3.2</a> ПДД)"
"Вы намерены продолжить движение прямо. Кому Вы обязаны уступить дорогу?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885512.jpg""><br><ol><li>Только мотоциклу</li><li>Мотоциклу и легковому автомобилю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Никому</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество, между собой руководствуются «правилом правой руки». После их проезда, пользуясь этим же правилом, проезжают транспортные средства, находящиеся на второстепенной дороге. Первым проезжаете Вы, никому не уступая, мотоциклист - вторым, грузовик - третьим, легковой автомобиль - последним.
(«Дорожные знаки», пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"Кому Вы должны уступить дорогу при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885495.jpg""><br><ol><li>Только трамваям</li><li>Трамваю Б и легковому автомобилю</li><li>Всем транспортным средствам</li></ol>"	"<b>Правильный ответ: 2. Трамваю Б и легковому автомобилю</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество. Между собой безрельсовые транспортные средства руководствуются «правилом правой руки», уступая дорогу трамваю, который в равнозначных условиях имеет перед ними преимущество. Первым проезжает трамвай «Б», после него легковой автомобиль, Вы после них. Последним проедет трамвай «А», так как он находится на второстепенной дороге.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_1/#p13_1"" target=""_blank"">13.1</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"Кому Вы обязаны уступить дорогу при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885479.jpg""><br><ol><li>Только автобусу</li><li>Только легковому автомобилю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Никому</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Транспортные средства, находящиеся на главной дороге, имеют преимущество. А между собой руководствуются «правилом правой руки». У Вас помехи справа нет. Проезжаете первым, водитель легкового автомобиля после Вас, автобус последним, так как находится на второстепенной дороге.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_9/#p13_9"" target=""_blank"">13.9</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_11/#p13_11"" target=""_blank"">13.11</a> ПДД)"
"Кому Вы должны уступить дорогу при повороте налево?<br><img src=""https://s.drom.ru/i24228/pdd/tickets/2016/1543885463.jpg""><br><ol><li>Только автобусу</li><li>Только легковому автомобилю</li><li>Никому</li></ol>"	"<b>Правильный ответ: 3. Никому</b><hr>Перекрёсток неравнозначный. Главная дорога меняет направление. Преимуществом пользуются транспортные средства, находящиеся на главной дороге, которые между собой руководствуются «правилом правой руки». Вы проезжаете первым, так как для легкового автомобиля Вы являетесь помехой справа, а автобус находится на второстепенной дороге.
(Пункты <a href=""https://www.drom.ru/pdd/pdd/punkt_13_3/#p13_3"" target=""_blank"">13.3</a>, <a href=""https://www.drom.ru/pdd/pdd/punkt_13_10/#p13_10"" target=""_blank"">13.10</a> ПДД)"
